PARK_ID,parkname,address,streetno,streetdir,streetnm,streettype,streetsuff,city,state,zip,prktype,prkstatus,park district,prkphone,citycounci,bocc,prkdate,x,y,leasedid,parkurl,numparking,operdays,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuserm,playswings,parking,resvation,reservfac,picture
DRTA,Derita Park,"3509 FREW RD, CHARLOTTE, NC 28206",3509,,FREW,RD,,CHARLOTTE,NC,28206,Community,Developed,North,9803141001,District 1,District 3,7/28/1998,-80.8058732,35.2589164,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/59/attachments/3205?token=
KUCK,Kuck Road Park,"7221 KUCK RD, CHARLOTTE, NC 28227",7221,,KUCK,RD,,CHARLOTTE,NC,28227,Community,Undeveloped,South,9803141003,,District 6,,-80.6810109,35.1911011,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
TSRC,Tom Sykes Recreation Center,"1501 EUCLID AV, CHARLOTTE, NC 28203",1501,,EUCLID,AV,,CHARLOTTE,NC,28203,Recreation Center,Developed,Central,9803141113,District 1,District 4,2/8/2007,-80.8523096,35.2124495,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,35,Sun-Sat,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/162/attachments/3242?token=
RICE,Rice Park,"2540 RICE RD, MATTHEWS, NC 28105",2540,,RICE,RD,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.706063,35.139879,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,20,Sun-Sat,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/691/attachments/1316?token=
STMY,St. Marys Chapel,"1129 E 3RD ST, CHARLOTTE, NC 28204",1129,E,3RD,ST,,CHARLOTTE,NC,28204,Event Venue,Developed,Central,7043331235,District 1,District 4,7/28/1998,-80.8335202,35.2158001,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,25,Other,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/168/attachments/3248?token=
VETS,Veterans Park,"2136 CENTRAL AV, CHARLOTTE, NC 28205",2136,,CENTRAL,AV,,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,9803141002,District 1,District 4,7/28/1998,-80.8041712,35.2196769,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,150,Sun-Sat,Daylight,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
MARS,Marshall Park,"800 E 3RD ST, CHARLOTTE, NC 28202",0,,,,,CHARLOTTE,NC,28202,Neighborhood,Developed,Central,9803141002,District 1,District 4,4/24/2009,-80.8390179,35.2200499,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/202/attachments/1301?token=
MIDT,Midtown Park,"510 S KINGS DR, CHARLOTTE, NC 28204",510,S,KINGS,DR,,CHARLOTTE,NC,28204,Neighborhood,Developed,Central,9803141002,District 1,District 4,8/3/2004,-80.8359998,35.2107546,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/206/attachments/4001?token=
CTPP,Country Place Park,"557 S TRADE ST, MATTHEWS, NC 28105",557,S,TRADE,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7264899,35.1115168,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,0,Sun-Sat,Daylight,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/685/attachments/1313?token=
FTRP,Fountain Rock Park,"311 S TRADE ST, MATTHEWS, NC 28105",311,S,TRADE,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7210947,35.1092126,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/686/attachments/803?token=
PVLY,Pine Valley Park,"1910 LONGLEAF DR, CHARLOTTE, NC 28210",1910,,LONGLEAF,DR,,CHARLOTTE,NC,28210,Neighborhood,Developed,South,9803141003,District 6,District 5,8/18/2000,-80.8756893,35.111663,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
HIDD,Hidden Valley Park,"260 NORTHCHASE DR, CHARLOTTE, NC 28213",0,,,,NO,CHARLOTTE,NC,28213,Neighborhood,Undeveloped,North,9803141002,District 1,District 3,5/23/2000,-80.7764821,35.2634462,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
VIEW,Viewmont Park,"5400 VIEWMONT DR, CHARLOTTE, NC 28215",5400,,VIEWMONT,DR,,CHARLOTTE,NC,28215,Neighborhood,Developed,North,9803141001,District 1,District 3,7/28/1998,-80.7504571,35.2601831,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/188/attachments/2802?token=
WADD,Waddell Street Park,"1505 WADDELL ST, CHARLOTTE, NC 28216",1505,,WADDELL,ST,,CHARLOTTE,NC,28216,Neighborhood,Developed,Central,9803141002,District 1,District 2,7/28/1998,-80.8463479,35.2550769,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/189/attachments/2053?token=
HUNT,Huntingtowne Farms Park,"2200 RAMBLEWOOD LN, CHARLOTTE, NC 28210",2400,,RAMBLEWOOD,LN,,CHARLOTTE,NC,28210,Community,Developed,South,9803141003,District 6,District 5,7/28/1998,-80.8624953,35.1281109,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,110,Sun-Sat,Daylight,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/84/attachments/2405?token=
KPPK,KP Park,"320 E MATTHEWS ST, MATTHEWS, NC 28105",320,E,MATTHEWS,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7180116,35.1170854,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/687/attachments/1314?token=
MLKR,Martin Luther King Jr. Middle School Site,"500 BILMARK AV, CHARLOTTE, NC 28213",0,,,,,CHARLOTTE,NC,28213,Recreation Center,Developed,North,9803141124,District 1,District 3,,-80.7791753,35.2631641,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,130,Other,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/215/attachments/3204?token=
FRST,First Ward Park,"309 E 7TH ST, CHARLOTTE, NC 28202",309,E,7TH,ST,,CHARLOTTE,NC,28202,Neighborhood,Developed,Central,9803141002,District 1,District 4,12/8/2015,-80.8357623,35.2277125,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/220/attachments/1296?token=
WOOD,Double Oaks Family Aquatic Center,"2014 STATESVILLE AV, CHARLOTTE, NC 28206",2014,,STATESVILLE,AV,,CHARLOTTE,NC,28206,Aquatic Center,Developed,Central,7043340308,District 1,District 3,1/10/2017,-80.8356653,35.2498063,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,60,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/231/attachments/3208?token=
LIND,Delta Creek Park,"7300 LINDA LAKE DR, CHARLOTTE, NC 28215",0,,,,,CHARLOTTE,NC,28215,Neighborhood,Developed,North,9803141001,District 5,District 3,12/15/1998,-80.7278771,35.2442858,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/204/attachments/10?token=
HESG,Huntersville Elementary School Gymnasium,"200 GILEAD RD, HUNTERSVILLE, NC 28078",200,,GILEAD,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.8465942,35.4119046,Huntersville,https://www.huntersville.org/162/Parks-Recreation,79,Other,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/710/attachments/1253?token=
METO,Second Ward Gymnasium,"710 E MARTIN LUTHER KING JR BV, CHARLOTTE, NC 28202",710,E,MARTIN LUTHER KING JR,BV,,CHARLOTTE,NC,28202,Recreation Center,Developed,Central,9803141002,District 1,District 4,10/9/2018,-80.8405966,35.2181312,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,25,Other,Varies,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/241/attachments/1300?token=
PUHU,Purser-Hulsey Park,"13201 PHILLIPS RD, MATTHEWS, NC 28105",13201,,PHILLIPS,RD,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,2/28/2007,-80.6845775,35.1287918,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,15,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/690/attachments/807?token=
ALEX,Alexander Park,"739 E 12TH ST, CHARLOTTE, NC 28206",739,E,12TH,ST,,CHARLOTTE,NC,28206,Neighborhood,Developed,Central,9803141002,District 1,District 4,3/18/2002,-80.8272192,35.2280834,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,15,Sun-Sat,Daylight,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/3/attachments/3213?token=
MORG,Cherry Park,"501 S TORRENCE ST, CHARLOTTE, NC 28204",501,S,TORRENCE,ST,,CHARLOTTE,NC,28204,Neighborhood,Developed,Central,9803141002,District 1,District 4,7/28/1998,-80.8328005,35.2102259,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/243/attachments/3244?token=
AMRC,Amay James Recreation Center & Annex,"2425 LESTER ST, CHARLOTTE, NC 28208",2425,,LESTER,ST,,CHARLOTTE,NC,28208,Recreation Center,Undeveloped,Central,9803141002,District 3,District 2,8/17/2022,-80.9016857,35.2027345,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,100,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
PPNP,Piedmont Pine Nature Preserve,"10505 COBLE RD, CHARLOTTE, NC 28227",10505,,COBLE,RD,,CHARLOTTE,NC,28227,Nature Preserve,Developed,South,9803141003,,District 6,,-80.5953484,35.2223834,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
MTSP,Matthews-Sardis Park,"9650 SARDIS RD, MATTHEWS, NC 28105",9650,,SARDIS,RD,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7428787,35.1179094,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,10,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/689/attachments/1315?token=
SQLP,Squirrel Lake Park,"1631 PLEASANT PLAINS RD, MATTHEWS, NC 28105",1631,,PLEASANT PLAINS,RD,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.724633,35.0981079,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,33,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://apm.activecommunities.com/matthewsfun/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/692/attachments/802?token=
ARMY,Armory Training Center,"1418 ARMORY DR, CHARLOTTE, NC 28204",1418,,ARMORY,DR,,CHARLOTTE,NC,28204,Operational,Operational,Central,7043362802,District 1,District 4,9/29/1997,-80.8255078,35.2172431,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,38,Mon-Fri,5-Aug,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,
PNVP,Lakeview Park,"1310 LAKEVIEW DR, PINEVILLE, NC 28134",0,,NO ADDRESS,,,PINEVILLE,NC,28134,Community,Undeveloped,South,9803141003,,District 6,9/18/1998,-80.9000477,35.0761418,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
STMP,Stumptown Park,"120 S TRADE ST, MATTHEWS, NC 28105",120,S,TRADE,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7234999,35.1150939,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,30,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/693/attachments/805?token=
BUCK,Buckthorn Park,"9732 RESEARCH DR, CHARLOTTE, NC 28262",9732,,RESEARCH,DR,,CHARLOTTE,NC,28262,Community,Undeveloped,North,9803141001,District 4,District 3,,-80.7689837,35.3190257,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
MOCG,Merry Oaks Community Garden,"3000 HARBINGER CT, CHARLOTTE, NC 28205",3000,,HARBINGER,CT,,CHARLOTTE,NC,28205,Community Garden,Developed,Central,9803141002,District 1,District 4,1/12/2017,-80.7925008,35.2231089,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sat-Sun,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/244/attachments/2057?token=
BERR,Berryhill Nature Preserve,"10334 WALKERS FERRY RD, CHARLOTTE, NC 28214",0,,NO ADDRESS,TR,,CHARLOTTE,NC,28214,Nature Preserve,Developed,South,9803141003,,District 2,3/18/2002,-80.9879131,35.2155153,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
WIND,Windsor Park,"10150 NORTHEAST PY, MATTHEWS, NC 28105",10150,,NORTHEAST,PY,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7067181,35.1321878,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,50,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/matthewsfun/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/695/attachments/1318?token=
