PARK_ID,Park_name,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,AmenitiesCount,picture,PARK_TYPE,Acres,Area,Length
LKWD,Lakewood Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,8,,,,,
OAKH,Oak Hills Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,151.1910514,6585856.116,14849.05713
HGRC,Hickory Grove Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/17/attachments/2038?token=,,,,
HEMS,Huntersville Elementary School,https://www.huntersville.org/162/Parks-Recreation,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/297/attachments/1242?token=,,,,
TCES,Torrence Creek Elementary School,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,Picnic,Playground,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/299/attachments/1246?token=,,,,
CAPP,Capps Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,66.74787042,2907525.543,8726.104237
PILP,Pineville Lake Park,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Website,Restroom,,,,Playground,Basketball,,,Yes,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,16,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/699/attachments/1307?token=,,,,
HARP,Harrisburg Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/83/attachments/2042?token=,,,,
HOBP,Holbrook Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,Restroom,,,,Playground,,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/296/attachments/1239?token=,,,,
ARCH,Archdale Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,6,,NEIGHBORHOOD PARK,16.60959949,723511.4969,3491.950546
AUTN,Auten Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,300.9179081,13107919.66,45924.67513
IRWN,Rays Splash Planet,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,Picnic,Playground,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/87/attachments/1302?token=,,,,
TEDD,Teddington Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NEIGHBORHOOD PARK,17.44862401,760059.0796,4460.465476
BDHP,Beaver Dam Historic Park and House,https://www.ci.davidson.nc.us/130/Parks-Recreation,Website,Restroom,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/719/attachments/1231?token=,,,,
DBLP,Double Oaks Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,4,,NEIGHBORHOOD PARK,15.67944347,682993.7527,5384.388863
SCES,Steele Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,,ADA Compliance,,Picnic,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/156/attachments/2015?token=,,,,
KLBN,Kilborne Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,Playground,,Tennis,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/90/attachments/13?token=,COMMUNITY PARK,50.87431181,2216075.911,6557.727141
MOEP,Merry Oaks Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NEIGHBORHOOD PARK,1.43640037,62569.41982,1682.500506
CTMY,C.T. Myers Golf Course,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/250/attachments/2041?token=,GOLF COURSE,309.6624523,13488842.63,17588.97019
RRAP,River Run Athletic Park,https://www.ci.davidson.nc.us/130/Parks-Recreation,Website,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/723/attachments/1217?token=,,,,
WHIT,White Park,https://www.ci.davidson.nc.us/130/Parks-Recreation,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,30.22066036,1316406.878,5628.945406
WING,Wingate Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,NEIGHBORHOOD PARK,2.79330576,121675.7992,1485.276659
CRAP,Carolina Raptor Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/44/attachments/16?token=,,,,
TUCC,Tuckaseegee Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/181/attachments/2010?token=,,,,
GATE,Iswa Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/68/attachments/2012?token=,NATURE PRESERVE,138.0184701,6012059.439,12233.23218
MCCP,McAlpine Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,,,,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/107/attachments/3216?token=,REGIONAL PARK,109.3876367,4764906.553,11289.61989
UNIV,University Meadows Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NEIGHBORHOOD PARK,6.11961431,266569.5387,2233.512238
MTHC,Methodist Home Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/119/attachments/3261?token=,,,,
HACP,Harrisburg Road Sportsplex,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/249/attachments/2040?token=,REGIONAL PARK,106.2041754,4626234.553,10417.25328
STVC,Stevens Creek Nature Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,3,,,,,
NCPK,North Charlotte Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,8,,NEIGHBORHOOD PARK,3.04671551,132714.3756,1531.208336
FERL,Ferrelltown Park & Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,42.19950026,1838202.845,6789.237789
REDD,Reddman Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,38.77058367,1688839.553,6975.142954
SHRM,Sherman Branch Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/163/attachments/2032?token=,NATURE PRESERVE,209.5278609,9126997.522,12600.39673
CLAP,Dorothy D. Waddy Pavilion,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,4,,,,,
EPDO,Monroe Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,2,,,,,
HAPK,Huntersville Athletic Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,Restroom,,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/200/attachments/1240?token=,COMMUNITY PARK,37.20501456,1620644.207,5412.047938
THRD,James Dennis Rash Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/176/attachments/1303?token=,NEIGHBORHOOD PARK,0.559811,24385.26475,828.5834253
THMP,Thompson Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/175/attachments/3249?token=,NEIGHBORHOOD PARK,3.32889263,145006.0014,1512.846033
NINT,Ninth Street Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/126/attachments/1298?token=,NEIGHBORHOOD PARK,0.25527066,11119.55417,423.379667
INPP,Independence Pointe Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NEIGHBORHOOD PARK,11.42367797,497613.361,5320.910134
RHMG,Robert Heywood Morrison Garden,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/226/attachments/3264?token=,,,,
SIXP,Sixteenth Street Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NEIGHBORHOOD PARK,1.63019399,71011.06152,1070.329397
BAUC,Baucom Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/301/attachments/804?token=,,,,
BUTL,Butler High School Tennis Courts,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Website,,,,,,,Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/684/attachments/1312?token=,,,,
COLN,Colonial Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,Tennis,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/38/attachments/3263?token=,NEIGHBORHOOD PARK,2.49295555,108592.6632,1629.123279
HORT,Horticultural Maintenance Facility,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,5-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
MDLC,Marion Diehl Recreation Center & Pool,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/112/attachments/3225?token=,,,,
HVET,Veterans Park,https://www.huntersville.org/162/Parks-Recreation,Varies,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/300/attachments/1247?token=,,,,
AQUA,Mecklenburg County Aquatic Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/6/attachments/1299?token=,AQUATIC CENTER,4.11144471,179093.6958,1808.868298
BRWD,Briarwood Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/20/attachments/3258?token=,COMMUNITY PARK,33.28345924,1449821.805,6014.906671
WRDP,William R. Davie Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,Basketball,,Volleyball,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,15,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/195/attachments/2402?token=,REGIONAL PARK,106.6446722,4645423.243,8807.807992
SEDF,Sedgefield Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,Picnic,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/157/attachments/3240?token=,NEIGHBORHOOD PARK,5.05834035,220340.4496,2139.749512
SHAM,Shamrock Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/159/attachments/3260?token=,NEIGHBORHOOD PARK,2.21648056,96549.44702,1812.210534
DRTA,Derita Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/59/attachments/3205?token=,COMMUNITY PARK,23.53365666,1025121.761,6011.257371
KUCK,Kuck Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
TSRC,Tom Sykes Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/162/attachments/3242?token=,,,,
RICE,Rice Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,Picnic,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/691/attachments/1316?token=,,,,
STMY,St. Marys Chapel,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/168/attachments/3248?token=,,,,
VETS,Veterans Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,Picnic,Playground,Basketball,Tennis,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,15,,NEIGHBORHOOD PARK,17.34419418,755509.8647,4178.551197
MARS,Marshall Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/202/attachments/1301?token=,NEIGHBORHOOD PARK,5.49856483,239516.4607,2285.882566
MIDT,Midtown Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/206/attachments/4001?token=,NEIGHBORHOOD PARK,1.84764529,80483.24037,1314.845231
CTPP,Country Place Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,Picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/685/attachments/1313?token=,,,,
FTRP,Fountain Rock Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/686/attachments/803?token=,,,,
PVLY,Pine Valley Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NEIGHBORHOOD PARK,4.41519359,192324.9799,4356.873248
HIDD,Hidden Valley Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
VIEW,Viewmont Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/188/attachments/2802?token=,NEIGHBORHOOD PARK,11.0258968,480286.1272,2766.413395
WADD,Waddell Street Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/189/attachments/2053?token=,NEIGHBORHOOD PARK,4.88140999,212633.4793,2137.536908
HUNT,Huntingtowne Farms Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,Picnic,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/84/attachments/2405?token=,COMMUNITY PARK,22.80825043,993523.6362,8056.247596
KPPK,KP Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/687/attachments/1314?token=,,,,
MLKR,Martin Luther King Jr. Middle School Site,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/215/attachments/3204?token=,,,,
