PARK_ID,Park_name,Address,City,Zip Code,Park District,Phone,Longitude,Latitude,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,picture,PARK_TYPE,Acres,Area,Length
HVET,Veterans Park,"201 HUNTERSVILLE-CONCORD RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8412322,35.4110615,https://www.huntersville.org/162/Parks-Recreation,Varies,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/300/attachments/1247?token=,,,,
AQUA,Mecklenburg County Aquatic Center,"800 E MARTIN LUTHER KING JR BV, CHARLOTTE, NC 28202",CHARLOTTE,28202,Central,9803143483,-80.8404468,35.2174344,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/6/attachments/1299?token=,AQUATIC CENTER,4.11144471,179093.6958,1808.868298
BRWD,Briarwood Park,"5349 WATERWOOD ST, CHARLOTTE, NC 28215",CHARLOTTE,28215,North,9803141001,-80.7662744,35.2547608,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/20/attachments/3258?token=,COMMUNITY PARK,33.28345924,1449821.805,6014.906671
WRDP,William R. Davie Park,"4635 PINEVILLE-MATTHEWS RD, CHARLOTTE, NC 28226",CHARLOTTE,28226,South,9803141003,-80.8049785,35.0903594,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/195/attachments/2402?token=,REGIONAL PARK,106.6446722,4645423.243,8807.807992
SEDF,Sedgefield Park,"600 ELMHURST RD, CHARLOTTE, NC 28209",CHARLOTTE,28209,Central,9803141002,-80.8580728,35.1982692,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/157/attachments/3240?token=,NEIGHBORHOOD PARK,5.05834035,220340.4496,2139.749512
SHAM,Shamrock Park,"2545 JEFF ST, CHARLOTTE, NC 28205",CHARLOTTE,28205,Central,9803141002,-80.783904,35.2353329,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/159/attachments/3260?token=,NEIGHBORHOOD PARK,2.21648056,96549.44702,1812.210534
DRTA,Derita Park,"3509 FREW RD, CHARLOTTE, NC 28206",CHARLOTTE,28206,North,9803141001,-80.8058732,35.2589164,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/59/attachments/3205?token=,COMMUNITY PARK,23.53365666,1025121.761,6011.257371
KUCK,Kuck Road Park,"7221 KUCK RD, CHARLOTTE, NC 28227",CHARLOTTE,28227,South,9803141003,-80.6810109,35.1911011,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,
TSRC,Tom Sykes Recreation Center,"1501 EUCLID AV, CHARLOTTE, NC 28203",CHARLOTTE,28203,Central,9803141113,-80.8523096,35.2124495,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/162/attachments/3242?token=,,,,
RICE,Rice Park,"2540 RICE RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.706063,35.139879,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/691/attachments/1316?token=,,,,
STMY,St. Marys Chapel,"1129 E 3RD ST, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,7043331235,-80.8335202,35.2158001,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/168/attachments/3248?token=,,,,
VETS,Veterans Park,"2136 CENTRAL AV, CHARLOTTE, NC 28205",CHARLOTTE,28205,Central,9803141002,-80.8041712,35.2196769,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,NEIGHBORHOOD PARK,17.34419418,755509.8647,4178.551197
MARS,Marshall Park,"800 E 3RD ST, CHARLOTTE, NC 28202",CHARLOTTE,28202,Central,9803141002,-80.8390179,35.2200499,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/202/attachments/1301?token=,NEIGHBORHOOD PARK,5.49856483,239516.4607,2285.882566
MIDT,Midtown Park,"510 S KINGS DR, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,9803141002,-80.8359998,35.2107546,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/206/attachments/4001?token=,NEIGHBORHOOD PARK,1.84764529,80483.24037,1314.845231
CTPP,Country Place Park,"557 S TRADE ST, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7264899,35.1115168,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/685/attachments/1313?token=,,,,
FTRP,Fountain Rock Park,"311 S TRADE ST, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7210947,35.1092126,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/686/attachments/803?token=,,,,
PVLY,Pine Valley Park,"1910 LONGLEAF DR, CHARLOTTE, NC 28210",CHARLOTTE,28210,South,9803141003,-80.8756893,35.111663,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NEIGHBORHOOD PARK,4.41519359,192324.9799,4356.873248
HIDD,Hidden Valley Park,"260 NORTHCHASE DR, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141002,-80.7764821,35.2634462,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,
VIEW,Viewmont Park,"5400 VIEWMONT DR, CHARLOTTE, NC 28215",CHARLOTTE,28215,North,9803141001,-80.7504571,35.2601831,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/188/attachments/2802?token=,NEIGHBORHOOD PARK,11.0258968,480286.1272,2766.413395
WADD,Waddell Street Park,"1505 WADDELL ST, CHARLOTTE, NC 28216",CHARLOTTE,28216,Central,9803141002,-80.8463479,35.2550769,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/189/attachments/2053?token=,NEIGHBORHOOD PARK,4.88140999,212633.4793,2137.536908
HUNT,Huntingtowne Farms Park,"2200 RAMBLEWOOD LN, CHARLOTTE, NC 28210",CHARLOTTE,28210,South,9803141003,-80.8624953,35.1281109,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/84/attachments/2405?token=,COMMUNITY PARK,22.80825043,993523.6362,8056.247596
KPPK,KP Park,"320 E MATTHEWS ST, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7180116,35.1170854,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/687/attachments/1314?token=,,,,
MLKR,Martin Luther King Jr. Middle School Site,"500 BILMARK AV, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141124,-80.7791753,35.2631641,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/215/attachments/3204?token=,,,,
FRST,First Ward Park,"309 E 7TH ST, CHARLOTTE, NC 28202",CHARLOTTE,28202,Central,9803141002,-80.8357623,35.2277125,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/220/attachments/1296?token=,NEIGHBORHOOD PARK,3.06108676,133340.3633,2047.486933
WOOD,Double Oaks Family Aquatic Center,"2014 STATESVILLE AV, CHARLOTTE, NC 28206",CHARLOTTE,28206,Central,7043340308,-80.8356653,35.2498063,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/231/attachments/3208?token=,AQUATIC CENTER,2.4871354,108339.1339,1399.690158
LIND,Delta Creek Park,"7300 LINDA LAKE DR, CHARLOTTE, NC 28215",CHARLOTTE,28215,North,9803141001,-80.7278771,35.2442858,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/204/attachments/10?token=,NEIGHBORHOOD PARK,10.88054297,473954.7522,3935.412548
HESG,Huntersville Elementary School Gymnasium,"200 GILEAD RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8465942,35.4119046,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/710/attachments/1253?token=,,,,
METO,Second Ward Gymnasium,"710 E MARTIN LUTHER KING JR BV, CHARLOTTE, NC 28202",CHARLOTTE,28202,Central,9803141002,-80.8405966,35.2181312,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/241/attachments/1300?token=,RECREATION CENTER,1.40546297,61221.69755,1029.669728
PUHU,Purser-Hulsey Park,"13201 PHILLIPS RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.6845775,35.1287918,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/690/attachments/807?token=,,,,
ALEX,Alexander Park,"739 E 12TH ST, CHARLOTTE, NC 28206",CHARLOTTE,28206,Central,9803141002,-80.8272192,35.2280834,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/3/attachments/3213?token=,NEIGHBORHOOD PARK,4.4379737,193317.4371,2651.037405
MORG,Cherry Park,"501 S TORRENCE ST, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,9803141002,-80.8328005,35.2102259,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/243/attachments/3244?token=,NEIGHBORHOOD PARK,2.28970321,99739.29,1532.193823
AMRC,Amay James Recreation Center & Annex,"2425 LESTER ST, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141002,-80.9016857,35.2027345,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,
PPNP,Piedmont Pine Nature Preserve,"10505 COBLE RD, CHARLOTTE, NC 28227",CHARLOTTE,28227,South,9803141003,-80.5953484,35.2223834,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,
MTSP,Matthews-Sardis Park,"9650 SARDIS RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7428787,35.1179094,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/689/attachments/1315?token=,,,,
SQLP,Squirrel Lake Park,"1631 PLEASANT PLAINS RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.724633,35.0981079,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/692/attachments/802?token=,,,,
ARMY,Armory Training Center,"1418 ARMORY DR, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,7043362802,-80.8255078,35.2172431,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,5-Aug,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,
PNVP,Lakeview Park,"1310 LAKEVIEW DR, PINEVILLE, NC 28134",PINEVILLE,28134,South,9803141003,-80.9000477,35.0761418,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,COMMUNITY PARK,40.46834654,1762794.741,7115.974992
STMP,Stumptown Park,"120 S TRADE ST, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7234999,35.1150939,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/693/attachments/805?token=,,,,
BUCK,Buckthorn Park,"9732 RESEARCH DR, CHARLOTTE, NC 28262",CHARLOTTE,28262,North,9803141001,-80.7689837,35.3190257,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,
MOCG,Merry Oaks Community Garden,"3000 HARBINGER CT, CHARLOTTE, NC 28205",CHARLOTTE,28205,Central,9803141002,-80.7925008,35.2231089,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/244/attachments/2057?token=,,,,
BERR,Berryhill Nature Preserve,"10334 WALKERS FERRY RD, CHARLOTTE, NC 28214",CHARLOTTE,28214,South,9803141003,-80.9879131,35.2155153,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NATURE PRESERVE,167.8399132,7311077.491,17582.4632
WIND,Windsor Park,"10150 NORTHEAST PY, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7067181,35.1321878,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/695/attachments/1318?token=,,,,
CREW,Crews Recreation Center,"1201 CREWS RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.7206465,35.1250145,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/704/attachments/1319?token=,,,,
